reservation_id:ID(Reservation),check_in:date,check_out:date,status,total_amount:float,guest_id:ID(Guest),hotel_id:ID(Hotel)
13449,2024-11-17,2024-11-24,checked_out,1540.00,1571,75
15521,2024-01-23,2024-01-31,checked_out,1760.00,7479,75
15887,2024-08-01,2024-08-02,checked_out,220.00,6759,75
7819,2024-12-05,2024-12-06,checked_out,80.00,414,75
8885,2024-10-24,2024-11-02,checked_out,720.00,3959,75
13730,2024-04-01,2024-04-05,checked_out,320.00,7436,75
17418,2024-06-28,2024-07-07,checked_out,720.00,4056,75
18306,2024-08-28,2024-09-01,checked_out,320.00,7507,75
111,2024-04-12,2024-04-20,booked,960.00,6700,75
1551,2024-12-15,2024-12-16,checked_in,120.00,1109,75
2982,2024-04-05,2024-04-06,checked_out,120.00,4680,75
5884,2024-12-18,2024-12-24,checked_out,720.00,4099,75
14096,2024-09-02,2024-09-04,checked_out,240.00,3867,75
4592,2024-04-17,2024-04-22,checked_out,1750.00,4940,75
9603,2024-03-08,2024-03-09,checked_out,350.00,6666,75
14374,2024-07-08,2024-07-18,checked_out,3500.00,5981,75
16724,2024-10-01,2024-10-08,checked_in,1540.00,7030,75
19941,2024-02-02,2024-02-12,checked_out,2200.00,2482,75
1160,2024-01-12,2024-01-16,checked_out,480.00,5280,75
5873,2024-08-17,2024-08-23,checked_out,720.00,4390,75
14088,2024-04-18,2024-04-22,checked_in,480.00,4327,75
4145,2024-12-14,2024-12-19,checked_in,600.00,395,75
6554,2024-01-23,2024-01-27,checked_out,480.00,710,75
8353,2024-11-06,2024-11-10,checked_out,480.00,6692,75
12604,2024-05-18,2024-05-28,checked_out,1200.00,1273,75
8433,2024-02-21,2024-03-01,checked_in,1080.00,884,75
12889,2024-12-09,2024-12-11,checked_out,240.00,2933,75
1704,2024-07-22,2024-07-29,checked_out,1540.00,708,75
3182,2024-04-23,2024-04-30,cancelled,1540.00,5178,75
6165,2024-04-20,2024-04-22,checked_out,440.00,7539,75
9510,2024-03-20,2024-03-29,cancelled,1980.00,2864,75
15848,2024-10-23,2024-10-26,checked_out,660.00,2081,75
19739,2024-09-24,2024-10-01,checked_out,1540.00,4682,75
15921,2024-12-08,2024-12-16,checked_out,1760.00,3823,75
3842,2024-01-07,2024-01-17,checked_out,800.00,4715,75
18622,2024-08-08,2024-08-17,checked_out,720.00,3785,75
4814,2024-07-08,2024-07-12,checked_in,880.00,703,75
14044,2024-02-09,2024-02-17,checked_out,1760.00,5628,75
15435,2024-06-19,2024-06-24,checked_out,1100.00,7028,75
17341,2024-09-17,2024-09-26,checked_out,1980.00,1252,75
18063,2024-11-18,2024-11-24,checked_out,1320.00,2433,75
1242,2024-10-22,2024-10-25,checked_out,360.00,1675,75
8322,2024-09-28,2024-10-08,booked,1200.00,5897,75
11450,2024-11-26,2024-12-01,cancelled,600.00,2874,75
19196,2024-12-16,2024-12-23,booked,840.00,5308,75
8491,2024-10-08,2024-10-12,checked_out,480.00,5814,75
18631,2024-12-05,2024-12-09,checked_out,480.00,4559,75
484,2024-08-20,2024-08-22,booked,700.00,5136,75
4169,2024-05-26,2024-06-04,checked_in,3150.00,363,75
4705,2024-06-19,2024-06-28,checked_out,1980.00,1920,75
16805,2024-12-09,2024-12-17,checked_out,1760.00,864,75
19439,2024-09-04,2024-09-07,checked_in,660.00,2561,75
12076,2024-11-25,2024-11-30,checked_out,600.00,7260,75
13398,2024-07-02,2024-07-08,checked_out,720.00,5808,75
16045,2024-05-05,2024-05-10,cancelled,600.00,5401,75
17249,2024-10-01,2024-10-10,checked_out,1080.00,5963,75
943,2024-08-06,2024-08-12,checked_in,2100.00,4788,75
5394,2024-07-27,2024-08-02,booked,2100.00,6299,75
13387,2024-08-17,2024-08-21,booked,1400.00,4427,75
15537,2024-04-02,2024-04-07,checked_out,1750.00,7352,75
4054,2024-07-27,2024-08-06,checked_in,800.00,5784,75
6161,2024-03-01,2024-03-04,checked_in,240.00,275,75
9316,2024-02-19,2024-02-21,checked_in,160.00,1504,75
12371,2024-01-12,2024-01-22,checked_out,800.00,79,75
1073,2024-01-21,2024-01-24,cancelled,240.00,7952,75
1751,2024-07-11,2024-07-12,checked_out,80.00,6252,75
12610,2024-12-27,2024-12-28,checked_out,80.00,2061,75
16007,2024-06-26,2024-07-03,checked_in,560.00,8000,75
4250,2024-12-08,2024-12-18,checked_out,1200.00,7102,75
6665,2024-12-08,2024-12-15,checked_out,840.00,2424,75
14531,2024-07-04,2024-07-11,checked_out,840.00,1694,75
16636,2024-07-10,2024-07-17,checked_out,840.00,6484,75
1849,2024-12-12,2024-12-22,checked_out,1200.00,3512,75
2682,2024-11-12,2024-11-20,checked_out,960.00,7630,75
3393,2024-12-01,2024-12-03,checked_out,240.00,424,75
5565,2024-12-11,2024-12-16,checked_out,600.00,1982,75
8706,2024-07-28,2024-07-30,checked_out,240.00,2434,75
16355,2024-07-10,2024-07-13,cancelled,360.00,7557,75
5377,2024-07-11,2024-07-15,cancelled,320.00,2493,75
15680,2024-05-01,2024-05-03,checked_out,160.00,946,75
17319,2024-12-24,2025-01-01,checked_out,640.00,3125,75
629,2024-01-11,2024-01-19,checked_out,640.00,500,76
2048,2024-09-13,2024-09-19,checked_out,480.00,7088,76
10625,2024-12-17,2024-12-27,checked_out,800.00,6427,76
12532,2024-08-23,2024-08-26,booked,240.00,1399,76
12809,2024-07-07,2024-07-11,checked_out,320.00,6262,76
15012,2024-03-03,2024-03-04,checked_out,80.00,3750,76
18635,2024-04-26,2024-05-03,checked_in,560.00,7086,76
1802,2024-09-21,2024-09-29,checked_out,1760.00,5788,76
9429,2024-06-04,2024-06-14,cancelled,2200.00,3276,76
10743,2024-04-25,2024-04-26,checked_out,220.00,2243,76
310,2024-04-24,2024-05-01,checked_in,840.00,889,76
3043,2024-02-20,2024-02-26,checked_out,720.00,2754,76
13438,2024-10-02,2024-10-09,booked,840.00,4888,76
17668,2024-07-12,2024-07-20,checked_out,960.00,3221,76
3236,2024-04-11,2024-04-13,cancelled,240.00,3459,76
3253,2024-08-07,2024-08-12,checked_out,600.00,6064,76
3813,2024-04-27,2024-05-05,checked_in,960.00,4002,76
6680,2024-07-12,2024-07-18,booked,720.00,710,76
19137,2024-04-19,2024-04-21,checked_in,240.00,3978,76
7170,2024-04-27,2024-04-29,cancelled,240.00,5509,76
13704,2024-07-19,2024-07-20,checked_out,120.00,3144,76
15093,2024-06-02,2024-06-06,checked_out,480.00,6189,76
475,2024-07-12,2024-07-16,checked_out,880.00,1278,76
1950,2024-06-22,2024-06-24,cancelled,440.00,3416,76
7300,2024-08-07,2024-08-12,booked,1100.00,2239,76
7710,2024-11-21,2024-11-29,checked_out,1760.00,1152,76
8940,2024-05-19,2024-05-26,checked_out,1540.00,479,76
18611,2024-12-18,2024-12-28,checked_in,2200.00,3942,76
19272,2024-12-17,2024-12-27,checked_out,2200.00,385,76
19418,2024-12-12,2024-12-17,checked_out,1100.00,7881,76
34,2024-12-07,2024-12-14,checked_in,560.00,5276,76
2515,2024-08-13,2024-08-14,checked_out,80.00,836,76
4448,2024-10-16,2024-10-24,checked_in,640.00,5329,76
8670,2024-10-09,2024-10-17,checked_out,640.00,3961,76
17552,2024-02-28,2024-03-06,checked_out,560.00,7502,76
19640,2024-04-06,2024-04-10,checked_out,320.00,6928,76
7872,2024-01-09,2024-01-14,checked_out,400.00,7182,76
13936,2024-03-11,2024-03-15,checked_out,320.00,4769,76
16494,2024-05-20,2024-05-23,checked_out,240.00,5623,76
17905,2024-06-16,2024-06-21,checked_in,400.00,7954,76
6739,2024-04-12,2024-04-13,checked_out,120.00,6118,76
10922,2024-08-16,2024-08-21,booked,600.00,5314,76
11711,2024-11-28,2024-12-04,cancelled,720.00,5303,76
16382,2024-08-18,2024-08-19,checked_in,120.00,2550,76
18441,2024-06-11,2024-06-21,checked_out,1200.00,2148,76
5312,2024-08-28,2024-09-04,checked_out,560.00,3517,76
8617,2024-12-08,2024-12-14,checked_out,480.00,2604,76
15323,2024-01-25,2024-01-27,cancelled,160.00,4913,76
464,2024-07-03,2024-07-09,checked_in,1320.00,3232,76
1357,2024-12-15,2024-12-25,checked_in,2200.00,2674,76
7561,2024-09-17,2024-09-24,booked,1540.00,7061,76
14036,2024-10-11,2024-10-14,cancelled,660.00,6728,76
13261,2024-09-19,2024-09-26,checked_out,560.00,4099,76
14888,2024-02-25,2024-03-04,cancelled,640.00,7456,76
15743,2024-12-13,2024-12-17,checked_in,320.00,1088,76
5334,2024-05-15,2024-05-17,checked_out,440.00,2894,76
19927,2024-12-09,2024-12-11,checked_out,440.00,2991,76
2715,2024-01-17,2024-01-18,checked_out,350.00,2739,76
5232,2024-06-03,2024-06-06,checked_out,1050.00,1872,76
6367,2024-05-25,2024-05-28,checked_in,1050.00,3524,76
7260,2024-06-16,2024-06-22,booked,2100.00,5908,76
8961,2024-04-22,2024-04-28,checked_out,2100.00,243,76
19506,2024-01-03,2024-01-04,booked,350.00,2253,76
232,2024-07-08,2024-07-16,checked_out,640.00,969,76
497,2024-07-09,2024-07-16,checked_in,560.00,7698,76
6932,2024-02-12,2024-02-15,booked,240.00,4836,76
8363,2024-04-13,2024-04-14,checked_out,80.00,4228,76
9264,2024-08-15,2024-08-18,checked_out,240.00,6302,76
18935,2024-04-23,2024-04-29,checked_out,480.00,2281,76
167,2024-05-28,2024-06-05,checked_out,1760.00,7532,76
8265,2024-10-21,2024-10-26,checked_out,1100.00,5740,76
11520,2024-11-22,2024-11-26,checked_out,880.00,3669,76
14160,2024-01-22,2024-01-31,checked_out,1980.00,4080,76
15296,2024-10-07,2024-10-17,cancelled,2200.00,884,76
1275,2024-07-02,2024-07-08,checked_out,1320.00,6918,76
8528,2024-10-01,2024-10-04,checked_out,660.00,2264,76
10443,2024-11-15,2024-11-21,checked_out,1320.00,7979,76
16618,2024-05-21,2024-05-26,checked_in,1100.00,3135,76
1717,2024-02-05,2024-02-12,checked_out,1540.00,1023,76
11989,2024-10-11,2024-10-18,checked_out,1540.00,5674,76
12224,2024-07-13,2024-07-16,checked_out,660.00,4177,76
12651,2024-06-20,2024-06-23,checked_out,660.00,1931,76
13732,2024-05-13,2024-05-16,checked_out,660.00,2452,76
19598,2024-06-14,2024-06-17,checked_out,660.00,4935,76
946,2024-01-20,2024-01-22,checked_in,240.00,2976,76
3849,2024-09-01,2024-09-09,checked_out,960.00,2566,76
4688,2024-01-08,2024-01-17,checked_out,1080.00,6577,76
8995,2024-04-27,2024-05-07,checked_in,1200.00,6711,76
19729,2024-10-06,2024-10-12,cancelled,720.00,7125,76
9334,2024-09-13,2024-09-18,checked_out,600.00,7190,76
13521,2024-06-03,2024-06-05,checked_out,240.00,6085,76
15303,2024-04-02,2024-04-06,checked_out,480.00,812,76
16168,2024-12-27,2025-01-05,checked_in,1080.00,3380,76
5894,2024-04-03,2024-04-11,checked_out,2800.00,1352,76
14470,2024-04-20,2024-04-28,checked_out,2800.00,3103,76
16501,2024-05-22,2024-05-24,checked_in,700.00,2742,76
18428,2024-05-21,2024-05-22,checked_out,350.00,858,76
19612,2024-02-05,2024-02-10,booked,1750.00,4335,76
3201,2024-07-17,2024-07-21,checked_in,1400.00,6963,76
3409,2024-04-18,2024-04-20,checked_out,700.00,2853,76
7422,2024-09-02,2024-09-12,checked_out,3500.00,4451,76
8004,2024-12-03,2024-12-12,checked_in,3150.00,6700,76
12522,2024-11-19,2024-11-21,checked_out,700.00,5531,76
12997,2024-09-06,2024-09-10,checked_out,1400.00,3386,76
3396,2024-12-24,2025-01-01,checked_in,1760.00,5168,76
774,2024-06-06,2024-06-12,checked_out,720.00,539,76
2279,2024-08-26,2024-08-30,checked_in,480.00,610,76
10482,2024-09-21,2024-09-26,booked,600.00,6989,76
14200,2024-07-25,2024-07-28,checked_out,360.00,4260,76
15164,2024-07-25,2024-07-28,checked_in,360.00,3522,76
12681,2024-09-21,2024-09-26,booked,1100.00,3981,76
13411,2024-03-08,2024-03-18,checked_in,2200.00,554,76
16431,2024-04-19,2024-04-28,checked_in,1980.00,1672,76
2341,2024-09-27,2024-10-01,cancelled,480.00,4312,76
3874,2024-11-17,2024-11-22,booked,600.00,2944,76
9070,2024-03-25,2024-03-29,cancelled,480.00,5828,76
11183,2024-10-25,2024-10-26,checked_out,120.00,3833,76
686,2024-07-24,2024-07-25,checked_out,120.00,5734,76
2596,2024-10-10,2024-10-18,checked_out,960.00,3387,76
3830,2024-04-24,2024-04-27,booked,360.00,7340,76
8968,2024-09-05,2024-09-11,checked_out,720.00,2740,76
9630,2024-05-12,2024-05-13,cancelled,120.00,664,76
11561,2024-06-24,2024-06-26,cancelled,240.00,6948,76
15638,2024-02-14,2024-02-16,booked,240.00,7991,76
17759,2024-02-06,2024-02-11,checked_out,600.00,3773,76
3331,2024-08-22,2024-08-24,checked_out,700.00,470,76
6166,2024-07-10,2024-07-16,checked_out,2100.00,7342,76
7118,2024-02-26,2024-03-03,cancelled,2100.00,3289,76
9400,2024-01-22,2024-01-30,booked,2800.00,2726,76
11464,2024-05-27,2024-06-03,checked_out,2450.00,6258,76
11543,2024-10-01,2024-10-06,checked_out,1750.00,3816,76
11843,2024-12-12,2024-12-20,checked_out,2800.00,6221,76
14162,2024-02-28,2024-03-06,checked_out,2450.00,5013,76
16419,2024-09-03,2024-09-13,cancelled,3500.00,1089,76
19936,2024-04-06,2024-04-08,checked_out,700.00,3853,76
143,2024-07-18,2024-07-26,checked_in,1760.00,2645,76
5887,2024-07-08,2024-07-17,checked_out,1980.00,1452,76
13672,2024-01-20,2024-01-30,checked_out,2200.00,1786,76
11441,2024-04-16,2024-04-21,checked_out,1100.00,1747,76
17477,2024-05-20,2024-05-27,checked_in,1540.00,2612,76
4975,2024-04-16,2024-04-26,checked_in,1200.00,4511,76
10584,2024-07-21,2024-07-24,booked,360.00,5252,76
19942,2024-07-27,2024-07-29,checked_out,240.00,2158,76
3107,2024-09-12,2024-09-20,checked_out,960.00,3293,76
4222,2024-08-14,2024-08-23,checked_in,1080.00,758,76
8455,2024-12-27,2024-12-30,checked_out,360.00,3894,76
15982,2024-11-11,2024-11-14,checked_out,360.00,272,76
7455,2024-11-23,2024-12-02,checked_out,720.00,58,76
2610,2024-02-14,2024-02-24,checked_in,3500.00,2705,76
4020,2024-04-08,2024-04-17,cancelled,3150.00,6376,76
16736,2024-12-02,2024-12-04,cancelled,700.00,3631,76
1306,2024-11-09,2024-11-17,checked_in,640.00,6978,76
15102,2024-02-09,2024-02-12,checked_out,360.00,1275,76
408,2024-01-28,2024-02-06,checked_in,1980.00,6524,76
10608,2024-11-24,2024-12-01,checked_out,1540.00,6387,76
15490,2024-08-07,2024-08-10,checked_in,660.00,2087,76
16756,2024-08-13,2024-08-21,checked_out,1760.00,6590,76
9386,2024-11-16,2024-11-17,checked_out,120.00,3097,76
13828,2024-02-05,2024-02-14,checked_out,1080.00,471,76
19403,2024-07-11,2024-07-17,checked_in,720.00,4025,76
4059,2024-12-24,2024-12-28,booked,1400.00,7724,77
11309,2024-09-17,2024-09-18,checked_in,350.00,7325,77
1863,2024-03-27,2024-03-30,checked_out,360.00,2621,77
1939,2024-07-18,2024-07-28,booked,1200.00,1806,77
7406,2024-04-08,2024-04-18,checked_out,2200.00,4436,77
14140,2024-07-28,2024-08-02,checked_out,400.00,4544,77
1316,2024-08-11,2024-08-16,checked_in,600.00,5873,77
2072,2024-07-11,2024-07-16,checked_out,600.00,3933,77
7227,2024-11-16,2024-11-26,checked_out,1200.00,4297,77
12420,2024-05-18,2024-05-19,booked,120.00,2772,77
5908,2024-10-24,2024-10-28,booked,880.00,2336,77
6927,2024-06-03,2024-06-09,checked_out,1320.00,1069,77
8357,2024-04-15,2024-04-17,checked_out,440.00,6416,77
17948,2024-07-02,2024-07-03,checked_out,220.00,1407,77
12680,2024-04-13,2024-04-21,booked,1760.00,4151,77
13580,2024-08-06,2024-08-16,checked_out,2200.00,5763,77
15538,2024-08-23,2024-08-24,checked_out,220.00,695,77
2718,2024-12-27,2025-01-06,checked_out,1200.00,152,77
4550,2024-10-18,2024-10-24,checked_in,480.00,6507,77
19536,2024-07-24,2024-07-25,checked_out,220.00,5227,77
6901,2024-04-14,2024-04-17,checked_in,1050.00,2321,77
10659,2024-06-12,2024-06-20,checked_out,2800.00,6357,77
14151,2024-08-16,2024-08-21,checked_out,1750.00,2708,77
19757,2024-04-11,2024-04-21,checked_out,3500.00,7426,77
6180,2024-05-13,2024-05-21,checked_out,640.00,800,77
7212,2024-03-09,2024-03-19,cancelled,800.00,2095,77
16329,2024-09-05,2024-09-07,checked_in,160.00,5513,77
18527,2024-04-06,2024-04-15,checked_out,720.00,7151,77
14038,2024-06-19,2024-06-21,checked_out,240.00,7324,77
14300,2024-09-14,2024-09-20,checked_out,720.00,2520,77
2454,2024-05-19,2024-05-29,checked_out,800.00,2145,77
17398,2024-08-27,2024-08-31,checked_out,320.00,6455,77
7616,2024-06-20,2024-06-30,checked_out,2200.00,4805,77
13117,2024-05-17,2024-05-27,checked_out,2200.00,2565,77
14746,2024-06-01,2024-06-11,checked_out,2200.00,7754,77
15715,2024-01-18,2024-01-28,checked_out,2200.00,953,77
16768,2024-04-27,2024-04-29,checked_out,440.00,3337,77
18122,2024-12-24,2024-12-29,checked_out,1100.00,2319,77
18375,2024-04-12,2024-04-15,checked_out,660.00,5654,77
18685,2024-02-22,2024-02-26,checked_out,880.00,3366,77
977,2024-08-24,2024-09-02,checked_out,1980.00,5145,77
2533,2024-04-22,2024-04-24,checked_out,440.00,1919,77
5308,2024-05-23,2024-05-24,cancelled,220.00,5283,77
9364,2024-04-26,2024-05-05,checked_in,1980.00,2575,77
15465,2024-11-06,2024-11-10,checked_out,880.00,338,77
15738,2024-09-21,2024-10-01,cancelled,2200.00,4321,77
19133,2024-05-18,2024-05-19,checked_in,220.00,4,77
3991,2024-02-27,2024-03-05,booked,560.00,6652,77
11403,2024-12-17,2024-12-23,checked_out,480.00,1205,77
11497,2024-01-28,2024-01-29,checked_out,80.00,3940,77
13430,2024-05-04,2024-05-11,checked_out,560.00,5126,77
8782,2024-11-22,2024-11-24,checked_out,160.00,3698,77
12516,2024-06-11,2024-06-17,checked_out,480.00,6196,77
14134,2024-06-02,2024-06-04,checked_out,160.00,3818,77
14402,2024-06-04,2024-06-14,checked_in,800.00,2809,77
19977,2024-01-11,2024-01-16,checked_out,400.00,4803,77
1831,2024-12-14,2024-12-18,booked,320.00,6998,77
9063,2024-10-11,2024-10-12,checked_in,80.00,7111,77
10059,2024-07-09,2024-07-17,checked_out,640.00,1361,77
16747,2024-11-12,2024-11-20,checked_out,640.00,5095,77
591,2024-03-26,2024-03-27,checked_in,350.00,2140,77
13250,2024-07-01,2024-07-07,checked_out,2100.00,192,77
843,2024-03-23,2024-03-26,checked_out,1050.00,4524,77
7302,2024-06-27,2024-07-04,checked_out,2450.00,4002,77
12072,2024-06-07,2024-06-12,checked_out,1750.00,670,77
231,2024-10-02,2024-10-09,checked_out,840.00,6349,77
3134,2024-07-11,2024-07-21,checked_out,1200.00,4052,77
18679,2024-08-12,2024-08-17,checked_in,600.00,7534,77
19289,2024-11-11,2024-11-16,checked_in,600.00,298,77
19817,2024-10-02,2024-10-08,checked_out,720.00,3650,77
823,2024-05-20,2024-05-25,cancelled,1750.00,6991,77
2022,2024-07-05,2024-07-09,checked_out,1400.00,5450,77
5950,2024-11-21,2024-11-27,checked_in,2100.00,3457,77
7309,2024-10-25,2024-11-02,checked_in,2800.00,7488,77
15243,2024-06-09,2024-06-13,checked_out,1400.00,7693,77
13644,2024-07-28,2024-07-31,checked_out,1050.00,4345,77
1577,2024-01-07,2024-01-13,cancelled,2100.00,244,78
9989,2024-01-19,2024-01-25,checked_in,2100.00,4481,78
18261,2024-06-17,2024-06-19,checked_in,700.00,5580,78
11302,2024-04-16,2024-04-24,checked_out,640.00,4073,78
12534,2024-05-26,2024-06-03,checked_out,640.00,5733,78
19754,2024-07-01,2024-07-04,checked_out,1050.00,6095,78
817,2024-08-23,2024-08-27,checked_out,480.00,2892,78
3167,2024-12-05,2024-12-08,checked_out,360.00,3668,78
3228,2024-05-03,2024-05-05,checked_out,240.00,3287,78
8876,2024-02-20,2024-02-21,cancelled,120.00,3777,78
11603,2024-12-18,2024-12-26,checked_out,960.00,6325,78
641,2024-01-10,2024-01-17,checked_out,840.00,1598,78
14020,2024-03-28,2024-04-02,checked_in,600.00,3181,78
14021,2024-10-08,2024-10-12,checked_in,480.00,4314,78
14576,2024-05-19,2024-05-25,cancelled,720.00,3176,78
1385,2024-08-20,2024-08-28,checked_out,2800.00,2190,78
1504,2024-05-03,2024-05-08,checked_out,1750.00,845,78
10290,2024-03-27,2024-04-04,cancelled,2800.00,96,78
14105,2024-10-17,2024-10-26,checked_out,3150.00,3644,78
16438,2024-09-05,2024-09-12,checked_out,2450.00,6715,78
19014,2024-02-19,2024-02-23,checked_out,1400.00,2591,78
3490,2024-06-05,2024-06-10,checked_out,400.00,3768,78
4237,2024-02-14,2024-02-19,checked_in,400.00,7979,78
10718,2024-04-07,2024-04-08,booked,80.00,1148,78
3538,2024-05-04,2024-05-05,checked_out,80.00,903,78
5283,2024-03-12,2024-03-20,checked_in,640.00,6868,78
12435,2024-04-18,2024-04-27,checked_out,720.00,5443,78
4890,2024-09-12,2024-09-16,checked_in,880.00,6558,78
6104,2024-12-23,2024-12-26,booked,660.00,4436,78
7240,2024-06-21,2024-06-30,booked,1980.00,3530,78
14796,2024-11-09,2024-11-13,checked_out,880.00,4561,78
17697,2024-03-03,2024-03-07,checked_out,880.00,393,78
10898,2024-04-10,2024-04-17,checked_out,560.00,1602,78
12157,2024-01-06,2024-01-16,cancelled,800.00,2664,78
14946,2024-12-16,2024-12-18,checked_out,160.00,902,78
15535,2024-04-01,2024-04-06,cancelled,400.00,3320,78
10883,2024-05-20,2024-05-21,checked_out,220.00,2384,78
14709,2024-04-25,2024-05-05,checked_out,2200.00,2182,78
1828,2024-12-06,2024-12-09,checked_in,660.00,466,78
2862,2024-04-16,2024-04-22,checked_out,1320.00,54,78
17501,2024-04-03,2024-04-09,checked_in,1320.00,3607,78
3021,2024-04-25,2024-05-02,checked_in,560.00,1115,78
7973,2024-03-08,2024-03-13,checked_out,400.00,1420,78
8542,2024-08-04,2024-08-07,checked_out,240.00,2923,78
10721,2024-08-09,2024-08-14,checked_out,400.00,7766,78
10793,2024-10-15,2024-10-22,booked,560.00,7227,78
16341,2024-01-01,2024-01-09,cancelled,640.00,561,78
4370,2024-03-05,2024-03-10,booked,1100.00,733,78
15386,2024-08-12,2024-08-18,checked_out,1320.00,4098,78
16317,2024-06-15,2024-06-18,checked_in,660.00,6958,78
1793,2024-07-17,2024-07-24,checked_out,840.00,4870,78
8553,2024-08-18,2024-08-23,checked_out,600.00,6909,78
10316,2024-07-28,2024-08-03,checked_out,720.00,3366,78
18503,2024-09-25,2024-10-02,checked_out,840.00,2212,78
5734,2024-07-07,2024-07-13,cancelled,2100.00,532,78
15766,2024-03-01,2024-03-04,checked_out,1050.00,4131,78
18672,2024-12-12,2024-12-15,checked_in,1050.00,3307,78
4070,2024-11-19,2024-11-22,booked,360.00,7562,78
4614,2024-02-02,2024-02-09,checked_out,840.00,4503,78
9834,2024-12-23,2024-12-28,checked_out,600.00,1723,78
15714,2024-11-09,2024-11-10,cancelled,120.00,6864,78
17307,2024-03-02,2024-03-03,checked_in,120.00,5410,78
18585,2024-10-06,2024-10-14,booked,960.00,6379,78
876,2024-03-14,2024-03-18,checked_in,320.00,6071,78
8297,2024-08-26,2024-09-01,checked_out,480.00,6533,78
11402,2024-06-01,2024-06-06,checked_in,400.00,2330,78
14045,2024-03-22,2024-03-30,checked_out,640.00,6169,78
19921,2024-05-19,2024-05-29,checked_out,800.00,3483,78
183,2024-12-25,2024-12-29,checked_in,320.00,4786,78
764,2024-09-10,2024-09-14,checked_out,320.00,2466,78
17922,2024-12-26,2024-12-28,checked_in,160.00,3466,78
9812,2024-11-10,2024-11-18,checked_out,1760.00,4903,78
10981,2024-09-06,2024-09-11,checked_out,1100.00,2086,78
2267,2024-08-24,2024-08-31,booked,2450.00,7942,78
2476,2024-11-19,2024-11-29,booked,3500.00,4684,78
6016,2024-09-14,2024-09-17,checked_out,1050.00,1573,78
8826,2024-05-16,2024-05-17,checked_out,350.00,6932,78
9167,2024-11-07,2024-11-13,checked_out,2100.00,4339,78
9244,2024-09-24,2024-09-25,checked_in,350.00,5946,78
17936,2024-10-10,2024-10-19,checked_in,3150.00,6423,78
10103,2024-12-09,2024-12-18,checked_out,720.00,7823,78
15044,2024-08-25,2024-09-02,checked_in,640.00,5037,78
18345,2024-07-18,2024-07-23,booked,400.00,6410,78
7823,2024-06-24,2024-07-03,checked_out,3150.00,4325,78
18311,2024-05-11,2024-05-12,checked_out,350.00,2698,78
12175,2024-08-26,2024-08-30,checked_out,480.00,1808,78
4203,2024-03-20,2024-03-23,booked,1050.00,4367,78
13226,2024-04-10,2024-04-12,checked_out,700.00,7196,78
4620,2024-11-12,2024-11-16,checked_in,480.00,7759,78
9698,2024-09-01,2024-09-06,checked_in,400.00,5344,78
19608,2024-05-02,2024-05-10,checked_out,640.00,7687,78
1076,2024-06-25,2024-06-27,checked_out,160.00,7703,78
1415,2024-07-02,2024-07-10,checked_in,640.00,2448,78
8441,2024-04-06,2024-04-14,checked_out,640.00,3446,78
1301,2024-01-08,2024-01-10,checked_out,440.00,1339,78
5100,2024-01-09,2024-01-12,checked_in,660.00,5237,78
15517,2024-02-19,2024-02-26,checked_in,1540.00,306,78
9337,2024-08-07,2024-08-08,checked_in,120.00,7362,78
12623,2024-12-11,2024-12-12,checked_out,120.00,7448,78
13800,2024-10-22,2024-10-28,checked_out,720.00,3404,78
14749,2024-02-26,2024-02-29,checked_out,360.00,823,78
16429,2024-06-23,2024-06-26,checked_out,360.00,6636,78
3451,2024-06-10,2024-06-12,checked_in,240.00,6858,78
6114,2024-07-15,2024-07-23,checked_out,960.00,1822,78
10877,2024-06-05,2024-06-15,checked_in,1200.00,126,78
13988,2024-04-06,2024-04-12,checked_out,720.00,2171,78
15722,2024-02-04,2024-02-09,checked_out,600.00,4469,78
17732,2024-08-13,2024-08-19,checked_out,720.00,3512,78
1450,2024-08-15,2024-08-16,checked_out,350.00,6916,78
1592,2024-12-05,2024-12-13,checked_out,2800.00,3270,78
1919,2024-06-17,2024-06-21,checked_out,1400.00,7265,78
4035,2024-03-18,2024-03-25,cancelled,2450.00,3412,78
9240,2024-09-09,2024-09-12,checked_out,1050.00,7407,78
9958,2024-09-08,2024-09-13,checked_out,1750.00,669,78
11335,2024-03-13,2024-03-21,checked_out,2800.00,4850,78
12858,2024-08-17,2024-08-20,checked_out,1050.00,4275,78
17985,2024-09-28,2024-10-03,checked_out,1750.00,6537,78
69,2024-02-19,2024-02-25,checked_out,1320.00,723,78
799,2024-09-09,2024-09-19,booked,2200.00,2962,78
9294,2024-07-08,2024-07-18,checked_out,2200.00,1283,78
9650,2024-04-04,2024-04-08,cancelled,880.00,985,78
10986,2024-04-10,2024-04-18,checked_out,1760.00,6392,78
11143,2024-04-17,2024-04-21,checked_out,880.00,4948,78
17699,2024-08-03,2024-08-04,checked_out,220.00,3642,78
18838,2024-06-01,2024-06-09,checked_out,1760.00,3415,78
18948,2024-09-26,2024-09-29,checked_out,660.00,4791,78
19372,2024-09-23,2024-09-28,checked_in,1100.00,1143,78
10978,2024-09-25,2024-10-04,booked,1980.00,2242,78
14094,2024-12-08,2024-12-09,checked_out,220.00,3710,78
14221,2024-09-22,2024-09-30,checked_out,1760.00,5681,78
4691,2024-05-16,2024-05-23,checked_out,1540.00,7961,78
10998,2024-09-10,2024-09-11,checked_in,220.00,6466,78
